time(UTC),T2m ,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20110820:0300,29.06,75.3,0.0,-0.0,0.0,1.15,5.17,114.0,101312.0
20110820:0400,29.07,74.15,0.0,-0.0,0.0,-0.15,5.31,117.0,101292.0
20110820:0500,29.18,73.45,0.0,-0.0,0.0,0.6,6.0,114.0,101282.0
20110820:0600,29.15,73.2,0.0,-0.0,0.0,1.6,6.62,119.0,101242.0
20110820:0700,28.96,74.2,0.0,-0.0,0.0,3.0,5.93,128.0,101212.0
20110820:0800,28.71,75.35,0.0,-0.0,0.0,-0.35,5.66,138.0,101172.0
20110820:0900,28.42,77.35,0.0,-0.0,0.0,0.0,5.86,132.0,101162.0
20110820:1000,28.6,77.4,0.0,-0.0,0.0,5.2,5.24,159.0,101142.0
20110820:1100,28.54,78.45,0.0,-0.0,0.0,-3.0,4.55,144.0,101172.0
20110820:1200,28.54,80.05,95.0,112.49,72.0,-4.4,4.76,131.0,101282.0
20110820:1300,28.23,82.6,287.0,287.08,164.0,-4.6,4.62,126.0,101342.0
20110820:1400,27.92,85.1,424.0,225.62,282.0,2.15,4.41,119.0,101402.0
20110820:1500,27.51,89.4,756.0,797.67,123.0,6.0,4.83,123.0,101462.0
20110820:1600,27.39,89.55,728.0,325.35,432.0,-8.0,4.48,137.0,101482.0
20110820:1700,27.21,87.5,957.0,847.27,135.0,4.4,4.41,135.0,101472.0
20110820:1800,27.73,83.6,957.0,846.92,135.0,0.0,3.93,125.0,101422.0
20110820:1900,28.06,82.05,888.0,829.88,132.0,7.6,3.79,120.0,101372.0
20110820:2000,28.4,80.85,757.0,793.29,126.0,-5.2,4.48,115.0,101282.0
20110820:2100,28.76,79.05,574.0,728.07,114.0,1.6,4.83,107.0,101252.0
20110820:2200,29.64,70.05,359.0,612.14,95.0,-1.6,4.76,110.0,101242.0
20110820:2300,29.74,69.55,141.0,380.74,62.0,0.2,5.1,107.0,101272.0
20110821:0000,29.75,69.65,0.0,-0.0,0.0,0.15,5.52,100.0,101312.0
20110821:0100,29.71,70.2,0.0,-0.0,0.0,431.25,6.41,103.0,101382.0
20110821:0200,29.28,72.85,0.0,-0.0,0.0,7.2,6.97,108.0,101442.0
20110821:0300,28.75,77.3,0.0,-0.0,0.0,-9.4,7.17,114.0,101472.0
20110821:0400,28.36,79.7,0.0,-0.0,0.0,5.2,6.83,115.0,101472.0
20110821:0500,28.27,80.4,0.0,-0.0,0.0,-2.0,6.48,113.0,101422.0
20110821:0600,28.42,80.15,0.0,-0.0,0.0,1.0,6.48,110.0,101362.0
20110821:0700,28.56,79.05,0.0,-0.0,0.0,-15.4,6.62,109.0,101342.0
20110821:0800,28.68,78.35,0.0,-0.0,0.0,0.6,6.69,108.0,101342.0
20110821:0900,28.76,77.85,0.0,-0.0,0.0,-0.4,6.62,105.0,101312.0
20110821:1000,29.02,74.85,0.0,-0.0,0.0,6.6,6.0,120.0,101332.0
20110821:1100,28.99,75.05,0.0,-0.0,0.0,-3.6,6.14,121.0,101402.0
20110821:1200,29.04,74.85,136.0,383.8,58.0,1.15,5.38,127.0,101452.0
20110821:1300,29.13,74.5,358.0,624.65,91.0,6.2,5.24,129.0,101532.0
20110821:1400,29.23,74.0,576.0,741.45,110.0,-8.2,4.69,133.0,101592.0
20110821:1500,29.27,73.6,759.0,802.31,123.0,14.2,4.41,133.0,101592.0
20110821:1600,29.15,74.45,764.0,422.5,380.0,-3.0,4.48,126.0,101612.0
20110821:1700,29.02,76.25,819.0,413.8,418.0,-3.35,4.48,123.0,101572.0
20110821:1800,29.05,77.45,850.0,453.97,410.0,-4.8,4.62,116.0,101512.0
20110821:1900,29.2,76.85,808.0,500.39,353.0,-4.8,4.41,106.0,101472.0
20110821:2000,29.25,76.35,621.0,349.14,344.0,1.4,4.28,95.0,101432.0
20110821:2100,29.2,76.4,574.0,730.88,114.0,-3.6,4.21,86.0,101372.0
20110821:2200,29.84,68.1,296.0,333.75,153.0,-0.2,4.34,92.0,101422.0
20110821:2300,29.81,68.7,138.0,376.83,61.0,-0.15,4.21,87.0,101422.0
20110822:0000,29.76,69.6,0.0,-0.0,0.0,0.0,4.62,81.0,101442.0
20110822:0100,29.77,70.35,0.0,-0.0,0.0,416.05,5.03,85.0,101512.0
20110822:0200,29.6,71.3,0.0,-0.0,0.0,1.0,5.59,89.0,101512.0
20110822:0300,29.55,72.35,0.0,-0.0,0.0,2.8,6.07,86.0,101572.0
20110822:0400,29.42,73.05,0.0,-0.0,0.0,5.0,6.0,83.0,101572.0
20110822:0500,29.27,73.8,0.0,-0.0,0.0,3.4,6.0,82.0,101532.0
20110822:0600,29.13,74.5,0.0,-0.0,0.0,-3.8,6.07,83.0,101462.0
20110822:0700,29.02,75.05,0.0,-0.0,0.0,4.6,5.86,86.0,101412.0
20110822:0800,29.02,75.1,0.0,-0.0,0.0,-1.8,5.52,89.0,101382.0
20110822:0900,28.88,76.0,0.0,-0.0,0.0,-3.6,5.38,88.0,101342.0
20110822:1000,27.57,85.15,0.0,-0.0,0.0,3.2,3.1,115.0,101402.0
20110822:1100,27.28,86.7,0.0,-0.0,0.0,3.8,3.72,122.0,101512.0
20110822:1200,27.74,82.8,54.0,0.0,54.0,-9.4,3.79,106.0,101492.0
20110822:1300,28.15,80.55,356.0,623.79,90.0,6.4,4.97,86.0,101512.0
20110822:1400,28.44,78.35,573.0,737.73,110.0,6.6,4.41,103.0,101552.0
20110822:1500,28.67,76.7,756.0,800.68,122.0,-5.2,2.69,96.0,101492.0
20110822:1600,28.85,75.55,888.0,834.88,130.0,-1.0,2.69,65.0,101442.0
20110822:1700,28.97,75.0,837.0,437.01,414.0,-2.8,3.1,63.0,101392.0
20110822:1800,29.15,74.2,853.0,458.76,409.0,8.2,3.72,70.0,101342.0
20110822:1900,29.22,74.25,761.0,425.31,375.0,11.8,4.14,70.0,101342.0
20110822:2000,29.23,74.65,163.0,1.26,162.0,-18.0,4.0,68.0,101282.0
20110822:2100,29.36,74.3,239.0,19.14,227.0,-1.0,4.0,61.0,101262.0
20110822:2200,29.42,74.15,311.0,404.14,139.0,-2.8,4.28,59.0,101202.0
20110822:2300,29.05,75.25,101.0,129.28,75.0,3.0,4.41,81.0,101272.0
20110823:0000,28.88,76.85,0.0,-0.0,0.0,8.6,3.24,80.0,101272.0
20110823:0100,28.92,76.95,0.0,-0.0,0.0,424.45,3.31,70.0,101322.0
20110823:0200,28.73,78.6,0.0,-0.0,0.0,1.6,4.14,73.0,101342.0
20110823:0300,28.43,81.5,0.0,-0.0,0.0,6.2,5.1,81.0,101392.0
20110823:0400,27.74,85.95,0.0,-0.0,0.0,-2.8,5.17,96.0,101382.0
20110823:0500,27.84,85.3,0.0,-0.0,0.0,2.0,5.31,88.0,101312.0
20110823:0600,28.09,83.2,0.0,-0.0,0.0,-8.4,5.38,97.0,101222.0
20110823:0700,28.27,81.5,0.0,-0.0,0.0,5.0,5.59,106.0,101152.0
20110823:0800,28.42,80.0,0.0,-0.0,0.0,-1.4,5.59,113.0,101152.0
20110823:0900,28.34,80.1,0.0,-0.0,0.0,0.0,4.83,116.0,101112.0
20110823:1000,27.59,85.05,0.0,-0.0,0.0,4.8,2.28,138.0,101092.0
20110823:1100,27.54,84.75,0.0,-0.0,0.0,-2.0,1.72,100.0,101162.0
20110823:1200,27.36,85.5,2.0,0.0,2.0,4.8,2.69,65.0,101202.0
20110823:1300,27.43,84.5,79.0,0.0,79.0,0.0,3.31,81.0,101262.0
20110823:1400,27.41,85.0,127.0,0.0,127.0,-9.4,3.17,99.0,101252.0
20110823:1500,27.29,86.85,330.0,29.08,307.0,-1.4,3.17,85.0,101292.0
20110823:1600,27.23,87.6,656.0,226.04,451.0,-1.2,3.45,76.0,101272.0
20110823:1700,27.57,84.45,817.0,412.72,418.0,6.4,3.31,74.0,101272.0
20110823:1800,27.8,82.95,744.0,278.36,475.0,-1.8,3.52,74.0,101242.0
20110823:1900,27.84,81.9,541.0,108.19,443.0,9.6,3.52,69.0,101172.0
20110823:2000,28.06,80.3,679.0,511.97,275.0,-4.4,3.31,49.0,101112.0
20110823:2100,28.27,78.0,435.0,283.51,258.0,-1.6,3.72,30.0,101092.0
20110823:2200,28.57,75.6,214.0,99.37,172.0,-3.0,2.34,51.0,100982.0
20110823:2300,28.93,73.15,3.0,0.0,3.0,-1.35,3.45,76.0,101052.0
20110824:0000,29.16,73.4,0.0,-0.0,0.0,4.0,4.28,63.0,101112.0
20110824:0100,29.04,76.65,0.0,-0.0,0.0,428.65,5.24,60.0,101202.0
20110824:0200,28.67,77.0,0.0,-0.0,0.0,-0.2,4.83,45.0,101242.0
20110824:0300,28.7,78.55,0.0,-0.0,0.0,3.2,5.1,60.0,101172.0
20110824:0400,28.58,79.1,0.0,-0.0,0.0,-3.2,5.66,76.0,101122.0
20110824:0500,28.43,80.2,0.0,-0.0,0.0,-2.4,5.93,85.0,101102.0
20110824:0600,28.33,80.45,0.0,-0.0,0.0,-0.8,5.93,85.0,101052.0
20110824:0700,28.65,78.15,0.0,-0.0,0.0,6.6,5.93,82.0,101022.0
20110824:0800,28.7,78.0,0.0,-0.0,0.0,-0.75,5.72,76.0,100992.0
20110824:0900,28.8,77.7,0.0,-0.0,0.0,0.35,5.17,74.0,100972.0
20110824:1000,27.4,82.0,0.0,-0.0,0.0,-1.6,3.31,61.0,101042.0
20110824:1100,27.48,82.3,0.0,-0.0,0.0,5.0,2.48,66.0,101022.0
20110824:1200,26.97,85.9,132.0,380.79,56.0,-3.4,1.72,52.0,101112.0
20110824:1300,27.1,85.4,354.0,624.41,89.0,2.6,2.69,50.0,101142.0
20110824:1400,27.78,82.65,460.0,311.61,265.0,-5.2,4.21,52.0,101152.0
20110824:1500,28.44,79.0,756.0,803.79,121.0,1.4,5.03,51.0,101142.0
20110824:1600,28.87,76.05,291.0,15.45,277.0,-4.8,5.31,48.0,101132.0
20110824:1700,29.13,74.15,81.0,0.0,81.0,1.75,5.38,45.0,101082.0
20110824:1800,29.28,72.95,661.0,176.19,491.0,2.8,5.31,43.0,101052.0
20110824:1900,29.46,71.95,886.0,836.35,130.0,-9.8,5.52,40.0,101002.0
20110824:2000,29.58,71.4,752.0,799.36,123.0,-1.2,5.72,35.0,100942.0
20110824:2100,29.73,70.65,567.0,733.47,111.0,-0.55,5.66,29.0,100852.0
20110824:2200,29.73,68.9,350.0,614.8,92.0,-1.4,5.72,35.0,100852.0
20110824:2300,29.94,67.85,4.0,0.0,4.0,-1.75,6.41,33.0,100832.0
20110825:0000,30.33,64.75,0.0,-0.0,0.0,-0.2,6.69,32.0,100822.0
20110825:0100,30.52,61.85,0.0,-0.0,0.0,416.05,7.66,31.0,100842.0
20110825:0200,30.08,63.85,0.0,-0.0,0.0,6.6,8.34,31.0,100832.0
20110825:0300,29.65,67.2,0.0,-0.0,0.0,-0.15,8.76,32.0,100842.0
20110825:0400,29.32,70.9,0.0,-0.0,0.0,2.2,9.24,36.0,100842.0
20110825:0500,28.94,74.55,0.0,-0.0,0.0,-8.8,8.83,32.0,100832.0
20110825:0600,28.67,76.5,0.0,-0.0,0.0,1.6,8.48,28.0,100752.0
20110825:0700,28.48,77.75,0.0,-0.0,0.0,1.75,8.55,26.0,100692.0
20110825:0800,28.19,79.7,0.0,-0.0,0.0,-1.75,8.41,26.0,100652.0
20110825:0900,28.1,80.5,0.0,-0.0,0.0,-0.6,7.59,21.0,100642.0
20110825:1000,28.81,73.15,0.0,-0.0,0.0,-1.35,6.48,14.0,100662.0
20110825:1100,28.75,73.8,0.0,-0.0,0.0,-0.8,6.14,6.0,100672.0
20110825:1200,28.74,74.35,132.0,383.1,56.0,-3.0,6.48,360.0,100682.0
20110825:1300,28.72,74.75,355.0,630.64,88.0,0.6,7.17,357.0,100702.0
20110825:1400,28.7,74.9,572.0,742.57,108.0,3.8,7.72,355.0,100732.0
20110825:1500,28.75,74.7,756.0,806.01,120.0,4.0,7.86,352.0,100792.0
20110825:1600,28.91,74.25,889.0,842.14,127.0,-2.6,7.66,341.0,100842.0
20110825:1700,29.03,74.4,957.0,856.62,131.0,-2.4,7.59,330.0,100782.0
20110825:1800,29.18,73.95,956.0,855.39,132.0,1.0,7.59,322.0,100722.0
20110825:1900,29.29,73.3,886.0,839.23,129.0,7.2,8.28,321.0,100672.0
20110825:2000,29.39,72.65,751.0,801.7,122.0,3.2,8.62,325.0,100642.0
20110825:2100,29.34,73.25,565.0,735.04,110.0,2.4,8.21,322.0,100592.0
20110825:2200,28.63,81.85,347.0,614.53,91.0,7.2,8.9,330.0,100612.0
20110825:2300,27.88,85.1,128.0,376.8,56.0,-2.0,8.62,329.0,100582.0
20110826:0000,27.92,84.35,0.0,-0.0,0.0,3.2,7.45,321.0,100642.0
20110826:0100,28.01,85.05,0.0,-0.0,0.0,431.45,6.83,320.0,100702.0
20110826:0200,28.41,82.8,0.0,-0.0,0.0,-4.0,6.41,326.0,100772.0
20110826:0300,28.66,81.4,0.0,-0.0,0.0,2.8,5.86,319.0,100842.0
20110826:0400,28.67,81.3,0.0,-0.0,0.0,-2.0,5.31,305.0,100842.0
20110826:0500,28.73,81.7,0.0,-0.0,0.0,-3.4,5.72,290.0,100852.0
20110826:0600,28.62,82.9,0.0,-0.0,0.0,0.35,6.0,288.0,100772.0
20110826:0700,28.29,84.75,0.0,-0.0,0.0,8.4,5.93,284.0,100782.0
20110826:0800,27.71,88.05,0.0,-0.0,0.0,-8.0,5.93,279.0,100772.0
20110826:0900,27.21,90.45,0.0,-0.0,0.0,1.0,6.14,281.0,100782.0
20110826:1000,27.16,89.2,0.0,-0.0,0.0,-3.4,6.07,283.0,100762.0
20110826:1100,27.36,86.45,0.0,-0.0,0.0,0.35,7.59,283.0,100852.0
20110826:1200,27.73,84.6,131.0,385.43,55.0,4.6,8.28,286.0,100912.0
20110826:1300,28.1,82.55,354.0,629.79,88.0,2.0,8.14,285.0,100952.0
20110826:1400,28.47,80.65,572.0,745.3,107.0,-3.4,7.38,292.0,100982.0
20110826:1500,28.72,79.05,756.0,808.27,119.0,-5.0,6.9,292.0,101052.0
20110826:1600,28.95,78.0,888.0,842.06,127.0,4.4,6.55,293.0,101102.0
20110826:1700,29.02,77.75,768.0,315.7,464.0,-5.4,6.07,289.0,101112.0
20110826:1800,28.96,78.85,798.0,387.86,425.0,2.35,6.34,288.0,101122.0
20110826:1900,28.61,81.7,687.0,285.54,430.0,13.4,6.76,284.0,101092.0
20110826:2000,28.51,82.85,582.0,290.2,355.0,-3.35,7.17,277.0,101082.0
20110826:2100,28.57,82.75,446.0,311.56,254.0,-6.0,7.38,279.0,101012.0
20110826:2200,28.37,80.5,266.0,261.22,158.0,4.4,6.62,284.0,100982.0
20110826:2300,27.9,83.55,97.0,149.24,69.0,-5.4,6.62,284.0,100982.0
20110827:0000,28.09,83.8,0.0,-0.0,0.0,12.6,6.28,286.0,101022.0
20110827:0100,28.54,81.2,0.0,-0.0,0.0,434.25,6.0,282.0,101052.0
20110827:0200,28.83,79.4,0.0,-0.0,0.0,-8.6,5.52,280.0,101102.0
20110827:0300,28.99,78.15,0.0,-0.0,0.0,-4.2,5.45,278.0,101122.0
20110827:0400,29.1,77.05,0.0,-0.0,0.0,14.0,5.17,277.0,101122.0
20110827:0500,29.01,77.5,0.0,-0.0,0.0,-7.4,5.03,274.0,101142.0
20110827:0600,28.71,79.6,0.0,-0.0,0.0,-2.2,5.17,268.0,101092.0
20110827:0700,28.25,83.15,0.0,-0.0,0.0,11.2,5.52,258.0,101062.0
20110827:0800,27.92,85.3,0.0,-0.0,0.0,-13.2,6.07,254.0,101022.0
20110827:0900,28.37,82.45,0.0,-0.0,0.0,7.8,6.07,254.0,101002.0
20110827:1000,28.05,84.2,0.0,-0.0,0.0,-4.0,6.0,259.0,100942.0
20110827:1100,28.42,82.3,0.0,-0.0,0.0,-5.6,5.38,273.0,101002.0
20110827:1200,28.39,83.45,130.0,382.67,55.0,-0.8,5.52,282.0,101062.0
20110827:1300,27.8,86.55,353.0,631.32,87.0,0.8,5.03,294.0,101152.0
20110827:1400,27.5,87.8,572.0,748.05,106.0,2.4,4.28,296.0,101232.0
20110827:1500,27.7,86.5,756.0,810.56,118.0,9.0,4.07,280.0,101222.0
20110827:1600,27.96,84.65,889.0,845.33,126.0,-1.0,4.34,269.0,101212.0
20110827:1700,27.44,87.35,957.0,860.04,130.0,4.6,4.69,261.0,101192.0
20110827:1800,27.21,87.6,955.0,859.36,130.0,-3.8,5.52,258.0,101152.0
20110827:1900,27.62,85.85,884.0,842.97,127.0,-4.8,5.93,262.0,101042.0
20110827:2000,27.92,84.85,748.0,805.33,120.0,2.0,6.48,264.0,101022.0
20110827:2100,28.17,83.15,562.0,740.09,108.0,1.6,6.62,266.0,100972.0
20110827:2200,27.94,85.0,342.0,614.26,90.0,1.4,6.28,268.0,100882.0
20110827:2300,28.35,82.35,124.0,380.23,54.0,-2.8,5.17,279.0,100942.0
20110828:0000,28.54,80.7,0.0,-0.0,0.0,-7.4,4.83,280.0,100972.0
20110828:0100,28.57,80.3,0.0,-0.0,0.0,422.05,4.83,270.0,100972.0
20110828:0200,28.59,79.9,0.0,-0.0,0.0,5.0,4.76,262.0,101012.0
20110828:0300,28.56,79.65,0.0,-0.0,0.0,-4.6,4.9,254.0,101032.0
20110828:0400,28.49,79.7,0.0,-0.0,0.0,-1.35,5.03,250.0,100972.0
20110828:0500,28.46,79.85,0.0,-0.0,0.0,-3.4,4.9,248.0,100962.0
20110828:0600,28.42,80.15,0.0,-0.0,0.0,1.8,4.62,245.0,100912.0
20110828:0700,28.4,80.35,0.0,-0.0,0.0,10.4,4.07,250.0,100872.0
20110828:0800,28.24,81.15,0.0,-0.0,0.0,-9.4,3.79,251.0,100832.0
20110828:0900,27.52,84.05,0.0,-0.0,0.0,2.15,4.14,251.0,100842.0
20110828:1000,26.77,89.7,0.0,-0.0,0.0,0.8,3.66,294.0,100792.0
20110828:1100,26.57,90.25,0.0,-0.0,0.0,-0.35,3.52,269.0,100842.0
20110828:1200,26.53,90.35,129.0,385.01,54.0,5.0,4.07,242.0,100922.0
20110828:1300,26.5,90.3,352.0,630.49,87.0,-6.8,4.41,242.0,100992.0
20110828:1400,26.39,90.35,570.0,747.61,105.0,-3.2,4.21,237.0,101002.0
20110828:1500,26.37,89.95,754.0,810.34,117.0,8.2,4.83,235.0,101032.0
20110828:1600,26.92,85.3,885.0,843.09,125.0,-8.4,5.38,240.0,101072.0
20110828:1700,27.26,83.35,952.0,858.17,128.0,13.0,5.1,245.0,101032.0
20110828:1800,27.61,81.65,950.0,856.72,129.0,-5.6,4.83,243.0,101012.0
20110828:1900,27.87,80.25,614.0,187.51,446.0,11.4,4.83,241.0,100962.0
20110828:2000,28.01,79.75,192.0,3.86,189.0,-7.4,4.14,248.0,100922.0
20110828:2100,28.19,79.35,401.0,217.83,268.0,-5.4,4.48,253.0,100892.0
20110828:2200,28.67,75.6,213.0,115.48,166.0,-7.6,4.48,262.0,100832.0
20110828:2300,28.68,76.45,33.0,0.0,33.0,2.0,4.69,247.0,100872.0
20110829:0000,28.11,79.15,0.0,-0.0,0.0,0.6,5.72,245.0,100912.0
20110829:0100,28.19,79.8,0.0,-0.0,0.0,428.05,5.45,243.0,100912.0
20110829:0200,28.24,79.9,0.0,-0.0,0.0,-7.4,4.62,239.0,100922.0
20110829:0300,28.24,79.85,0.0,-0.0,0.0,-6.2,3.93,230.0,100952.0
20110829:0400,28.25,80.25,0.0,-0.0,0.0,1.0,3.38,221.0,100982.0
20110829:0500,28.28,79.4,0.0,-0.0,0.0,13.8,3.17,215.0,100982.0
20110829:0600,28.28,79.65,0.0,-0.0,0.0,-10.0,3.38,207.0,100972.0
20110829:0700,28.15,80.65,0.0,-0.0,0.0,7.2,3.86,199.0,100972.0
20110829:0800,27.85,81.95,0.0,-0.0,0.0,-6.2,4.21,194.0,100942.0
20110829:0900,27.46,84.25,0.0,-0.0,0.0,2.8,5.03,183.0,100932.0
20110829:1000,26.73,87.7,0.0,-0.0,0.0,-0.2,5.66,175.0,100892.0
20110829:1100,26.8,87.5,0.0,-0.0,0.0,0.75,4.83,190.0,101052.0
20110829:1200,27.34,83.5,69.0,25.82,64.0,-3.15,4.21,188.0,101102.0
20110829:1300,27.49,82.8,301.0,367.3,147.0,8.4,4.41,188.0,101132.0
20110829:1400,26.67,87.2,422.0,233.49,277.0,-4.8,5.03,194.0,101252.0
20110829:1500,26.92,85.7,335.0,30.57,311.0,2.35,5.17,214.0,101272.0
20110829:1600,27.3,83.45,741.0,385.45,394.0,0.75,4.41,229.0,101292.0
20110829:1700,27.59,81.85,754.0,300.4,466.0,-2.75,4.34,237.0,101292.0
20110829:1800,27.94,79.65,773.0,328.27,459.0,7.2,4.07,248.0,101242.0
20110829:1900,28.15,77.9,693.0,303.2,422.0,1.4,3.38,258.0,101192.0
20110829:2000,28.23,76.95,560.0,260.72,358.0,-0.35,2.55,258.0,101152.0
20110829:2100,28.3,76.15,455.0,353.84,240.0,3.75,2.76,236.0,101152.0
20110829:2200,27.26,83.95,239.0,193.22,161.0,1.0,2.62,200.0,101102.0
20110829:2300,27.4,83.3,64.0,0.0,64.0,-4.4,2.83,145.0,101152.0
20110830:0000,27.51,83.15,0.0,-0.0,0.0,-2.0,4.0,125.0,101172.0
20110830:0100,27.63,82.8,0.0,-0.0,0.0,433.05,3.66,123.0,101242.0
20110830:0200,27.35,84.0,0.0,-0.0,0.0,-1.6,2.76,134.0,101252.0
20110830:0300,27.66,82.4,0.0,-0.0,0.0,7.8,3.17,139.0,101272.0
20110830:0400,27.73,82.1,0.0,-0.0,0.0,-6.6,4.69,138.0,101282.0
20110830:0500,27.84,81.8,0.0,-0.0,0.0,1.6,5.72,139.0,101282.0
20110830:0600,27.8,81.65,0.0,-0.0,0.0,-0.6,6.07,140.0,101262.0
20110830:0700,27.4,82.85,0.0,-0.0,0.0,0.2,6.62,145.0,101212.0
20110830:0800,27.02,85.1,0.0,-0.0,0.0,-2.4,6.14,152.0,101182.0
20110830:0900,27.56,81.15,0.0,-0.0,0.0,3.2,4.97,150.0,101132.0
20110830:1000,28.31,78.35,0.0,-0.0,0.0,-0.35,4.97,148.0,101102.0
20110830:1100,28.34,77.95,0.0,-0.0,0.0,-3.8,5.17,153.0,101182.0
20110830:1200,27.78,80.85,58.0,0.0,58.0,0.2,4.97,157.0,101222.0
20110830:1300,27.25,84.25,205.0,83.69,170.0,0.6,4.83,155.0,101262.0
20110830:1400,26.65,86.75,292.0,53.23,259.0,1.6,4.41,139.0,101292.0
20110830:1500,27.29,84.55,624.0,358.43,343.0,-0.4,4.34,125.0,101382.0
20110830:1600,27.68,82.7,632.0,202.45,450.0,0.2,4.14,111.0,101422.0
20110830:1700,27.52,82.95,213.0,10.45,203.0,5.6,4.9,107.0,101462.0
20110830:1800,27.62,82.85,945.0,857.85,126.0,-6.4,4.83,95.0,101452.0
20110830:1900,27.3,84.25,444.0,52.71,397.0,2.0,5.1,77.0,101412.0
20110830:2000,27.5,83.45,484.0,150.22,368.0,1.55,5.24,80.0,101352.0
20110830:2100,27.52,83.5,254.0,31.43,235.0,-1.0,4.9,85.0,101302.0
20110830:2200,27.11,84.45,331.0,612.01,86.0,5.6,5.86,84.0,101262.0
20110830:2300,27.67,81.9,114.0,375.26,49.0,0.0,5.93,92.0,101292.0
20110831:0000,27.86,81.1,0.0,-0.0,0.0,-9.8,5.93,106.0,101312.0
20110831:0100,27.95,80.75,0.0,-0.0,0.0,433.25,6.83,124.0,101382.0
20110831:0200,27.53,83.1,0.0,-0.0,0.0,1.35,7.86,133.0,101442.0
20110831:0300,27.07,86.05,0.0,-0.0,0.0,1.2,7.52,134.0,101442.0
20110831:0400,26.82,87.15,0.0,-0.0,0.0,3.0,7.72,132.0,101442.0
20110831:0500,26.86,87.7,0.0,-0.0,0.0,-3.2,7.59,126.0,101442.0
20110831:0600,27.17,84.4,0.0,-0.0,0.0,-1.35,7.45,115.0,101382.0
20110831:0700,27.4,83.75,0.0,-0.0,0.0,5.0,7.38,105.0,101342.0
20110831:0800,27.29,85.2,0.0,-0.0,0.0,-2.0,8.14,105.0,101302.0
20110831:0900,26.68,89.85,0.0,-0.0,0.0,-11.2,8.83,115.0,101312.0
20110831:1000,26.86,89.55,0.0,-0.0,0.0,4.4,6.9,140.0,101272.0
20110831:1100,26.83,89.85,0.0,-0.0,0.0,3.0,7.66,130.0,101382.0
20110831:1200,27.17,86.9,49.0,0.0,49.0,2.2,7.38,132.0,101462.0
20110831:1300,27.72,81.95,67.0,0.0,67.0,2.6,6.76,133.0,101512.0
20110831:1400,27.6,82.2,209.0,11.31,202.0,-1.6,6.55,130.0,101512.0
20110831:1500,27.8,82.2,269.0,16.61,256.0,3.0,5.31,122.0,101532.0
20110831:1600,27.79,83.17,329.0,18.94,312.0,9.58,4.93,116.0,101552.0
20110831:1700,27.82,82.83,443.0,37.67,407.0,11.77,5.28,108.0,101552.0
20110831:1800,27.85,82.49,473.0,49.33,426.0,13.95,5.62,99.0,101522.0
20110831:1900,27.89,82.16,374.0,28.11,349.0,16.14,5.97,91.0,101482.0
20110831:2000,27.92,81.82,428.0,93.57,356.0,18.32,6.32,82.0,101402.0
20110831:2100,27.96,81.48,354.0,144.63,267.0,20.51,6.66,76.0,101382.0
20110831:2200,27.99,81.15,154.0,17.64,147.0,22.7,7.01,88.0,101312.0
20110831:2300,28.03,80.81,44.0,0.0,44.0,24.88,7.36,89.0,101372.0
20100901:0000,28.06,80.48,0.0,-0.0,0.0,27.07,7.7,64.0,101192.0
20100901:0100,28.1,80.14,0.0,-0.0,0.0,29.25,8.05,63.0,101212.0
20100901:0200,28.13,79.8,0.0,-0.0,0.0,31.44,8.4,62.0,101202.0
20100901:0300,28.17,79.47,0.0,-0.0,0.0,33.63,8.74,62.0,101212.0
20100901:0400,28.2,79.13,0.0,-0.0,0.0,35.81,9.09,62.0,101182.0
20100901:0500,28.23,78.79,0.0,-0.0,0.0,38.0,9.44,64.0,101142.0
20100901:0600,28.27,78.46,0.0,-0.0,0.0,40.18,9.78,67.0,101132.0
20100901:0700,28.3,78.12,0.0,-0.0,0.0,42.37,10.13,68.0,101042.0
20100901:0800,27.94,83.25,0.0,-0.0,0.0,3.15,8.55,67.0,101002.0
20100901:0900,27.77,84.0,0.0,-0.0,0.0,-6.4,8.97,65.0,100982.0
20100901:1000,28.25,78.95,0.0,-0.0,0.0,-5.4,8.14,76.0,100972.0
20100901:1100,28.2,79.3,0.0,-0.0,0.0,1.0,8.07,76.0,101022.0
20100901:1200,28.15,79.85,118.0,326.19,56.0,-2.4,8.07,74.0,101052.0
20100901:1300,28.07,80.7,280.0,293.18,158.0,6.6,8.0,68.0,101072.0
20100901:1400,28.04,80.8,144.0,0.0,144.0,-4.2,7.79,62.0,101122.0
20100901:1500,28.1,81.65,417.0,74.19,359.0,-2.6,7.66,61.0,101132.0
20100901:1600,28.3,80.95,888.0,857.86,119.0,9.4,7.59,61.0,101112.0
20100901:1700,28.16,81.05,956.0,873.07,123.0,-3.8,7.93,60.0,101102.0
20100901:1800,27.82,82.9,952.0,871.81,123.0,8.8,8.48,65.0,101022.0
20100901:1900,27.9,83.35,878.0,854.56,120.0,-13.6,8.21,70.0,100972.0
20100901:2000,27.95,83.55,567.0,285.61,348.0,6.0,7.52,69.0,100912.0
20100901:2100,28.02,82.75,434.0,317.5,244.0,-4.0,7.1,70.0,100912.0
20100901:2200,28.94,71.05,328.0,622.76,83.0,0.35,5.24,79.0,100912.0
20100901:2300,29.06,69.5,110.0,392.27,45.0,-4.2,4.83,80.0,100952.0
20100902:0000,29.05,68.7,0.0,-0.0,0.0,2.0,4.62,79.0,100932.0
