time(UTC),T2m ,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20110807:0500,28.46,83.2,0.0,-0.0,0.0,1.8,0.83,279.0,101532.0
20110807:0600,28.39,83.65,0.0,-0.0,0.0,0.35,0.62,246.0,101482.0
20110807:0700,28.42,83.55,0.0,-0.0,0.0,8.4,0.83,181.0,101402.0
20110807:0800,28.43,83.8,0.0,-0.0,0.0,-2.6,1.86,159.0,101392.0
20110807:0900,28.48,83.7,0.0,-0.0,0.0,2.6,2.76,165.0,101412.0
20110807:1000,28.5,82.15,0.0,-0.0,0.0,-10.2,2.97,216.0,101352.0
20110807:1100,28.49,82.8,0.0,-0.0,0.0,-0.8,1.86,180.0,101462.0
20110807:1200,28.55,82.65,150.0,402.41,61.0,-0.75,0.76,136.0,101462.0
20110807:1300,28.62,82.35,369.0,624.73,93.0,-6.2,2.62,56.0,101502.0
20110807:1400,28.74,81.8,582.0,733.98,112.0,-2.2,1.79,75.0,101502.0
20110807:1500,28.9,80.3,633.0,347.32,354.0,3.4,1.52,120.0,101542.0
20110807:1600,29.07,79.95,755.0,387.15,399.0,-2.6,1.17,145.0,101592.0
20110807:1700,29.22,78.9,843.0,429.09,422.0,4.0,0.55,158.0,101592.0
20110807:1800,29.31,77.75,775.0,304.9,475.0,-2.0,0.28,261.0,101582.0
20110807:1900,29.41,76.85,804.0,466.76,371.0,16.8,0.62,303.0,101532.0
20110807:2000,29.54,75.35,690.0,479.02,299.0,1.35,0.62,317.0,101472.0
20110807:2100,29.66,74.7,458.0,264.75,284.0,-6.4,0.62,314.0,101452.0
20110807:2200,28.47,82.9,252.0,132.19,191.0,6.4,1.72,300.0,101442.0
20110807:2300,28.89,80.9,101.0,45.4,90.0,-6.2,0.9,331.0,101412.0
20110808:0000,28.97,80.8,0.0,0.0,0.0,-3.0,1.72,6.0,101462.0
20110808:0100,29.0,80.85,0.0,-0.0,0.0,434.85,1.66,15.0,101482.0
20110808:0200,28.95,80.9,0.0,-0.0,0.0,-0.6,1.79,54.0,101482.0
20110808:0300,28.99,81.1,0.0,-0.0,0.0,-4.0,2.69,90.0,101502.0
20110808:0400,28.84,82.5,0.0,-0.0,0.0,0.35,3.66,110.0,101472.0
20110808:0500,28.86,82.3,0.0,-0.0,0.0,0.6,4.07,126.0,101442.0
20110808:0600,28.72,83.35,0.0,-0.0,0.0,2.2,4.41,135.0,101382.0
20110808:0700,28.69,83.7,0.0,-0.0,0.0,-2.2,4.97,146.0,101312.0
20110808:0800,28.74,83.5,0.0,-0.0,0.0,-4.2,5.17,158.0,101272.0
20110808:0900,28.71,83.65,0.0,-0.0,0.0,0.75,4.83,170.0,101272.0
20110808:1000,28.77,81.2,0.0,-0.0,0.0,-2.15,5.93,168.0,101242.0
20110808:1100,28.73,81.25,0.0,-0.0,0.0,-0.8,3.59,181.0,101362.0
20110808:1200,28.67,81.5,133.0,286.58,70.0,-6.4,0.62,247.0,101422.0
20110808:1300,28.58,81.45,275.0,220.08,178.0,6.0,2.28,347.0,101522.0
20110808:1400,28.15,83.4,417.0,200.15,289.0,-2.8,3.79,358.0,101552.0
20110808:1500,28.27,81.95,550.0,204.33,386.0,0.0,3.45,1.0,101592.0
20110808:1600,28.33,80.7,148.0,3.26,145.0,2.2,3.03,3.0,101612.0
20110808:1700,27.97,82.9,102.0,0.0,102.0,2.6,1.93,26.0,101582.0
20110808:1800,28.07,82.15,436.0,32.55,404.0,4.2,1.45,59.0,101532.0
20110808:1900,28.38,79.25,505.0,74.46,436.0,2.2,1.79,68.0,101452.0
20110808:2000,28.54,79.1,441.0,80.98,375.0,-5.4,1.72,81.0,101392.0
20110808:2100,28.68,78.7,456.0,262.32,284.0,-0.35,1.31,116.0,101352.0
20110808:2200,28.71,78.4,371.0,537.47,124.0,2.0,1.17,197.0,101302.0
20110808:2300,28.75,77.7,169.0,416.62,69.0,-0.2,1.45,235.0,101362.0
20110809:0000,28.77,77.95,0.0,0.0,0.0,1.6,1.86,294.0,101362.0
20110809:0100,28.74,78.15,0.0,-0.0,0.0,426.85,2.55,339.0,101372.0
20110809:0200,28.7,78.25,0.0,-0.0,0.0,-3.6,1.86,4.0,101392.0
20110809:0300,28.67,78.6,0.0,-0.0,0.0,-0.35,1.45,41.0,101392.0
20110809:0400,28.65,78.9,0.0,-0.0,0.0,0.35,1.31,87.0,101412.0
20110809:0500,28.61,79.8,0.0,-0.0,0.0,1.6,1.79,141.0,101382.0
20110809:0600,28.57,80.35,0.0,-0.0,0.0,0.2,2.34,168.0,101342.0
20110809:0700,28.51,80.5,0.0,-0.0,0.0,4.2,2.55,184.0,101292.0
20110809:0800,28.46,80.7,0.0,-0.0,0.0,-0.2,3.24,197.0,101232.0
20110809:0900,28.45,80.85,0.0,-0.0,0.0,-2.4,4.07,205.0,101232.0
20110809:1000,28.47,83.6,0.0,-0.0,0.0,-1.4,3.59,224.0,101142.0
20110809:1100,28.51,83.45,0.0,-0.0,0.0,7.0,3.52,251.0,101202.0
20110809:1200,28.43,83.7,96.0,82.38,78.0,-4.6,2.83,286.0,101312.0
20110809:1300,28.34,83.9,245.0,143.28,182.0,-1.6,1.38,287.0,101382.0
20110809:1400,28.17,84.75,431.0,227.02,286.0,1.35,0.97,237.0,101412.0
20110809:1500,28.05,85.1,583.0,255.63,378.0,3.4,0.55,206.0,101422.0
20110809:1600,28.33,0.0,721.0,312.54,434.0,-4.6,0.76,208.0,101422.0
20110809:1700,28.55,81.65,772.0,304.14,474.0,3.6,1.45,218.0,101422.0
20110809:1800,28.15,84.65,821.0,401.08,427.0,-1.15,2.07,253.0,101392.0
20110809:1900,28.36,83.7,753.0,368.37,412.0,-2.4,2.83,289.0,101302.0
20110809:2000,28.81,80.6,774.0,793.88,128.0,-1.55,3.38,302.0,101302.0
20110809:2100,29.21,77.95,481.0,322.6,270.0,3.4,4.07,317.0,101272.0
20110809:2200,29.14,78.55,281.0,211.98,184.0,-2.4,4.55,318.0,101312.0
20110809:2300,29.16,76.3,92.0,21.03,87.0,-1.4,4.07,329.0,101282.0
20110810:0000,29.39,74.45,0.0,0.0,0.0,-2.2,3.45,343.0,101292.0
20110810:0100,29.5,72.6,0.0,-0.0,0.0,425.05,2.69,1.0,101282.0
20110810:0200,29.53,71.1,0.0,-0.0,0.0,-0.8,1.52,48.0,101322.0
20110810:0300,29.46,71.35,0.0,-0.0,0.0,0.4,1.24,84.0,101352.0
20110810:0400,29.35,72.3,0.0,-0.0,0.0,-2.8,0.97,104.0,101372.0
20110810:0500,29.25,73.2,0.0,-0.0,0.0,1.35,0.55,148.0,101342.0
20110810:0600,29.15,74.3,0.0,-0.0,0.0,1.2,0.83,206.0,101312.0
20110810:0700,29.06,75.2,0.0,-0.0,0.0,1.2,1.38,220.0,101242.0
20110810:0800,28.94,76.0,0.0,-0.0,0.0,0.55,1.66,222.0,101242.0
20110810:0900,28.86,76.6,0.0,-0.0,0.0,-0.75,1.86,226.0,101202.0
20110810:1000,28.82,78.0,0.0,-0.0,0.0,0.6,2.97,232.0,101222.0
20110810:1100,28.82,78.35,0.0,-0.0,0.0,-0.8,2.48,249.0,101262.0
20110810:1200,28.81,79.05,89.0,59.86,76.0,-2.4,2.28,230.0,101232.0
20110810:1300,28.87,78.95,369.0,629.18,93.0,-2.2,1.93,228.0,101282.0
20110810:1400,29.0,78.15,466.0,305.7,271.0,-0.15,2.55,238.0,101302.0
20110810:1500,29.19,76.8,767.0,801.26,125.0,-0.6,3.17,240.0,101342.0
20110810:1600,29.39,75.4,900.0,835.85,133.0,0.6,3.59,252.0,101332.0
20110810:1700,29.54,74.3,802.0,367.68,442.0,5.4,3.93,268.0,101342.0
20110810:1800,29.63,74.05,820.0,400.41,427.0,2.8,3.79,278.0,101332.0
20110810:1900,29.62,74.1,602.0,152.49,461.0,1.6,3.45,296.0,101292.0
20110810:2000,29.61,74.25,533.0,177.26,389.0,1.15,3.45,315.0,101242.0
20110810:2100,29.61,74.15,462.0,282.04,278.0,-2.0,3.66,328.0,101222.0
20110810:2200,30.11,67.65,172.0,17.56,164.0,4.4,5.93,334.0,101232.0
20110810:2300,29.94,67.8,70.0,0.0,70.0,-2.6,6.28,344.0,101272.0
20110811:0000,29.71,69.25,0.0,0.0,0.0,5.8,5.79,353.0,101262.0
20110811:0100,29.53,70.75,0.0,-0.0,0.0,431.45,4.14,8.0,101252.0
20110811:0200,29.38,71.65,0.0,-0.0,0.0,-1.75,2.34,46.0,101272.0
20110811:0300,29.27,72.35,0.0,-0.0,0.0,-5.0,2.07,88.0,101272.0
20110811:0400,29.16,72.75,0.0,-0.0,0.0,-2.2,1.86,127.0,101262.0
20110811:0500,29.08,73.3,0.0,-0.0,0.0,-3.8,0.97,159.0,101262.0
20110811:0600,28.99,73.95,0.0,-0.0,0.0,1.8,0.76,213.0,101212.0
20110811:0700,28.92,74.85,0.0,-0.0,0.0,2.0,1.52,206.0,101172.0
20110811:0800,28.92,75.25,0.0,-0.0,0.0,2.6,2.14,200.0,101142.0
20110811:0900,28.89,75.45,0.0,-0.0,0.0,3.2,2.48,199.0,101132.0
20110811:1000,28.74,76.3,0.0,-0.0,0.0,0.75,3.52,216.0,101082.0
20110811:1100,28.83,75.05,0.0,-0.0,0.0,-0.6,2.69,232.0,101182.0
20110811:1200,28.9,74.25,146.0,398.37,60.0,4.0,2.83,276.0,101262.0
20110811:1300,29.0,73.25,365.0,621.53,93.0,-3.4,2.76,302.0,101282.0
20110811:1400,29.09,72.2,579.0,733.07,112.0,-4.0,2.97,321.0,101332.0
20110811:1500,29.23,71.15,761.0,794.47,125.0,5.4,2.48,335.0,101322.0
20110811:1600,29.38,70.15,892.0,828.83,132.0,1.35,2.28,0.0,101362.0
20110811:1700,29.34,70.2,733.0,249.39,489.0,1.2,3.17,356.0,101392.0
20110811:1800,28.4,75.15,779.0,315.11,470.0,-0.15,4.21,346.0,101382.0
20110811:1900,28.02,78.45,732.0,328.1,429.0,-6.4,4.0,346.0,101302.0
20110811:2000,28.12,78.45,646.0,369.93,346.0,-1.2,3.24,341.0,101232.0
20110811:2100,28.3,78.25,489.0,370.41,248.0,-3.6,2.97,336.0,101192.0
20110811:2200,28.79,74.75,321.0,352.85,161.0,1.8,5.1,333.0,101182.0
20110811:2300,28.93,74.15,162.0,403.68,68.0,1.0,5.45,343.0,101192.0
20110812:0000,29.0,74.15,0.0,0.0,0.0,0.0,3.72,349.0,101232.0
20110812:0100,28.95,74.8,0.0,-0.0,0.0,424.25,2.48,5.0,101212.0
20110812:0200,28.98,75.4,0.0,-0.0,0.0,0.8,1.79,22.0,101302.0
20110812:0300,28.87,75.85,0.0,-0.0,0.0,-0.6,1.45,44.0,101302.0
20110812:0400,28.79,76.2,0.0,-0.0,0.0,0.2,1.31,60.0,101312.0
20110812:0500,28.67,76.5,0.0,-0.0,0.0,1.0,1.03,76.0,101292.0
20110812:0600,28.54,76.85,0.0,-0.0,0.0,0.35,0.97,107.0,101242.0
20110812:0700,28.26,78.6,0.0,-0.0,0.0,2.8,1.17,141.0,101192.0
20110812:0800,27.94,80.1,0.0,-0.0,0.0,-8.0,2.14,157.0,101132.0
20110812:0900,27.79,80.45,0.0,-0.0,0.0,1.6,2.69,156.0,101102.0
20110812:1000,29.2,70.7,0.0,-0.0,0.0,1.15,2.07,194.0,101092.0
20110812:1100,29.27,69.7,0.0,-0.0,0.0,-1.75,1.38,302.0,101212.0
20110812:1200,29.34,68.9,55.0,0.0,55.0,-0.6,2.34,326.0,101272.0
20110812:1300,29.42,68.7,104.0,0.0,104.0,3.6,3.03,357.0,101332.0
20110812:1400,29.44,68.85,332.0,81.73,280.0,3.4,2.83,35.0,101372.0
20110812:1500,29.51,69.0,587.0,265.06,375.0,-5.4,2.69,54.0,101422.0
20110812:1600,29.44,69.4,411.0,34.92,379.0,3.2,2.69,66.0,101452.0
20110812:1700,28.73,74.8,737.0,255.73,487.0,-2.2,2.14,32.0,101532.0
20110812:1800,28.16,78.3,826.0,412.38,422.0,7.6,3.1,342.0,101552.0
20110812:1900,28.44,77.3,675.0,241.78,452.0,12.2,3.45,329.0,101512.0
20110812:2000,28.48,77.45,695.0,504.03,287.0,-6.6,3.1,335.0,101362.0
20110812:2100,28.68,77.35,532.0,477.8,222.0,-10.6,3.86,343.0,101292.0
20110812:2200,27.8,84.0,157.0,6.65,154.0,-3.0,2.34,347.0,101322.0
20110812:2300,28.04,82.85,78.0,0.0,78.0,0.8,1.86,353.0,101302.0
20110813:0000,28.22,82.55,0.0,-0.0,0.0,-1.0,1.45,18.0,101322.0
20110813:0100,28.4,82.6,0.0,-0.0,0.0,421.85,1.45,50.0,101342.0
20110813:0200,28.59,82.4,0.0,-0.0,0.0,6.6,1.93,76.0,101362.0
20110813:0300,28.73,82.05,0.0,-0.0,0.0,-5.8,2.69,82.0,101432.0
20110813:0400,28.69,81.85,0.0,-0.0,0.0,4.8,3.66,84.0,101402.0
20110813:0500,28.8,80.95,0.0,-0.0,0.0,0.35,4.34,90.0,101372.0
20110813:0600,28.92,80.1,0.0,-0.0,0.0,1.2,4.62,106.0,101352.0
20110813:0700,28.96,79.6,0.0,-0.0,0.0,-1.6,4.76,122.0,101302.0
20110813:0800,28.98,79.0,0.0,-0.0,0.0,-3.6,4.9,130.0,101292.0
20110813:0900,29.04,78.2,0.0,-0.0,0.0,4.6,5.24,136.0,101252.0
20110813:1000,28.73,77.75,0.0,-0.0,0.0,-1.0,5.86,151.0,101222.0
20110813:1100,28.25,81.95,0.0,-0.0,0.0,1.4,6.0,146.0,101292.0
20110813:1200,28.43,81.45,144.0,393.84,60.0,3.4,4.21,155.0,101392.0
20110813:1300,28.51,80.7,241.0,137.75,181.0,-8.2,2.62,168.0,101452.0
20110813:1400,28.61,79.7,513.0,445.41,230.0,-0.8,1.17,206.0,101502.0
20110813:1500,28.75,78.4,761.0,795.91,125.0,2.4,1.72,326.0,101552.0
20110813:1600,28.84,77.7,894.0,831.21,133.0,-0.4,2.14,351.0,101552.0
20110813:1700,28.94,78.15,964.0,846.64,137.0,4.2,2.14,9.0,101532.0
20110813:1800,28.83,79.95,965.0,846.02,137.0,2.0,2.14,36.0,101462.0
20110813:1900,28.77,80.6,899.0,830.52,134.0,1.4,2.28,58.0,101432.0
20110813:2000,28.82,80.45,769.0,793.37,128.0,-1.4,2.55,63.0,101362.0
20110813:2100,29.0,79.6,589.0,731.16,116.0,-7.0,2.62,72.0,101362.0
20110813:2200,29.43,76.0,330.0,403.11,149.0,-0.6,2.55,31.0,101412.0
20110813:2300,29.29,76.95,136.0,250.32,79.0,0.0,2.9,32.0,101332.0
20110814:0000,29.07,78.3,0.0,-0.0,0.0,2.35,3.38,36.0,101322.0
20110814:0100,28.33,81.95,0.0,-0.0,0.0,430.85,1.72,41.0,101382.0
20110814:0200,28.08,83.6,0.0,-0.0,0.0,-2.55,0.83,156.0,101452.0
20110814:0300,28.06,84.05,0.0,-0.0,0.0,-1.4,2.07,110.0,101472.0
20110814:0400,28.27,82.85,0.0,-0.0,0.0,3.8,3.03,98.0,101502.0
20110814:0500,28.36,82.4,0.0,-0.0,0.0,0.0,2.62,103.0,101482.0
20110814:0600,28.35,82.25,0.0,-0.0,0.0,3.4,2.14,105.0,101422.0
20110814:0700,28.43,82.15,0.0,-0.0,0.0,6.8,2.14,97.0,101342.0
20110814:0800,28.5,81.85,0.0,-0.0,0.0,-5.0,2.41,109.0,101272.0
20110814:0900,28.54,81.35,0.0,-0.0,0.0,-1.6,2.48,127.0,101242.0
20110814:1000,28.56,79.75,0.0,-0.0,0.0,2.0,0.62,200.0,101222.0
20110814:1100,28.64,79.2,0.0,-0.0,0.0,-8.2,1.31,202.0,101212.0
20110814:1200,28.7,78.4,104.0,136.79,75.0,-4.6,1.31,225.0,101292.0
20110814:1300,28.77,77.95,363.0,623.64,92.0,0.4,1.38,258.0,101352.0
20110814:1400,28.69,78.1,492.0,378.23,252.0,7.4,1.45,284.0,101382.0
20110814:1500,28.77,77.95,597.0,284.34,370.0,-4.8,1.52,299.0,101432.0
20110814:1600,28.85,78.05,800.0,463.49,376.0,-0.35,1.52,295.0,101482.0
20110814:1700,28.94,77.8,840.0,430.34,420.0,2.2,1.86,288.0,101472.0
20110814:1800,29.05,77.35,849.0,442.88,416.0,0.55,2.0,299.0,101422.0
20110814:1900,28.96,78.0,769.0,420.73,382.0,-0.55,2.41,319.0,101372.0
20110814:2000,28.99,78.0,640.0,364.61,346.0,-3.6,2.34,326.0,101282.0
20110814:2100,29.11,77.4,590.0,734.92,116.0,-3.2,2.34,326.0,101242.0
20110814:2200,28.52,79.5,375.0,620.12,98.0,2.8,2.07,313.0,101142.0
20110814:2300,28.63,79.45,156.0,399.94,66.0,-5.6,2.41,341.0,101172.0
20110815:0000,28.72,79.8,0.0,-0.0,0.0,0.6,3.1,336.0,101222.0
20110815:0100,28.77,79.7,0.0,-0.0,0.0,419.05,2.83,343.0,101222.0
20110815:0200,28.81,79.4,0.0,-0.0,0.0,1.6,2.76,347.0,101262.0
20110815:0300,28.81,78.8,0.0,-0.0,0.0,-1.15,2.0,343.0,101292.0
20110815:0400,28.8,78.5,0.0,-0.0,0.0,0.15,0.9,358.0,101312.0
20110815:0500,28.7,78.55,0.0,-0.0,0.0,-0.6,0.34,83.0,101282.0
20110815:0600,28.61,79.05,0.0,-0.0,0.0,2.2,0.55,157.0,101252.0
20110815:0700,28.53,79.4,0.0,-0.0,0.0,3.2,0.9,196.0,101212.0
20110815:0800,28.45,79.95,0.0,-0.0,0.0,3.2,1.31,205.0,101182.0
20110815:0900,28.38,80.4,0.0,-0.0,0.0,-1.6,1.59,211.0,101142.0
20110815:1000,28.79,78.3,0.0,-0.0,0.0,2.8,2.21,241.0,101022.0
20110815:1100,28.62,79.25,0.0,-0.0,0.0,-7.8,3.45,295.0,101152.0
20110815:1200,28.37,81.25,142.0,389.14,60.0,-2.8,3.59,330.0,101212.0
20110815:1300,28.34,81.6,363.0,622.8,93.0,3.4,2.34,330.0,101242.0
20110815:1400,28.21,81.65,580.0,738.53,112.0,6.2,1.59,321.0,101222.0
20110815:1500,28.38,80.4,763.0,799.92,125.0,-10.2,1.24,325.0,101302.0
20110815:1600,28.61,79.4,767.0,419.02,384.0,4.4,1.1,317.0,101362.0
20110815:1700,28.59,79.9,801.0,371.25,439.0,3.8,1.38,313.0,101352.0
20110815:1800,28.23,81.95,769.0,304.11,472.0,-5.8,1.17,296.0,101332.0
20110815:1900,28.33,81.1,779.0,442.03,373.0,10.4,1.03,260.0,101272.0
20110815:2000,28.58,79.9,612.0,311.92,361.0,2.4,1.52,286.0,101232.0
20110815:2100,28.75,79.05,585.0,729.46,116.0,-1.2,3.72,315.0,101302.0
20110815:2200,28.05,82.15,371.0,614.46,98.0,0.0,3.59,320.0,101182.0
20110815:2300,28.11,81.9,87.0,22.49,82.0,-6.8,3.52,329.0,101212.0
20110816:0000,28.09,82.3,0.0,-0.0,0.0,-1.4,3.45,338.0,101252.0
20110816:0100,28.12,82.2,0.0,-0.0,0.0,421.45,2.83,349.0,101262.0
20110816:0200,28.19,81.9,0.0,-0.0,0.0,1.6,2.28,354.0,101292.0
20110816:0300,28.23,81.8,0.0,-0.0,0.0,-2.4,1.1,353.0,101342.0
20110816:0400,28.21,81.95,0.0,-0.0,0.0,0.8,0.62,271.0,101342.0
20110816:0500,28.19,81.9,0.0,-0.0,0.0,-1.8,1.17,254.0,101312.0
20110816:0600,28.19,81.75,0.0,-0.0,0.0,-1.8,1.31,252.0,101282.0
20110816:0700,28.2,81.7,0.0,-0.0,0.0,7.2,1.24,297.0,101272.0
20110816:0800,28.15,82.15,0.0,-0.0,0.0,7.8,1.03,320.0,101262.0
20110816:0900,27.81,83.65,0.0,-0.0,0.0,-6.6,0.83,28.0,101262.0
20110816:1000,26.24,87.8,0.0,-0.0,0.0,3.0,0.34,24.0,101232.0
20110816:1100,26.45,86.45,0.0,-0.0,0.0,-0.8,0.14,81.0,101372.0
20110816:1200,26.9,83.65,21.0,0.0,21.0,-3.8,2.41,0.0,101452.0
20110816:1300,27.42,80.75,41.0,0.0,41.0,4.8,2.48,23.0,101492.0
20110816:1400,27.98,77.65,247.0,23.7,232.0,2.0,2.34,47.0,101482.0
20110816:1500,28.26,75.9,503.0,148.09,385.0,-5.2,2.21,64.0,101522.0
20110816:1600,28.56,74.3,683.0,258.42,447.0,4.8,2.07,61.0,101542.0
20110816:1700,28.74,73.75,789.0,340.8,457.0,-6.6,1.93,70.0,101522.0
20110816:1800,28.91,73.35,756.0,287.03,476.0,1.35,1.45,78.0,101502.0
20110816:1900,29.09,72.65,669.0,239.89,449.0,0.8,0.9,69.0,101452.0
20110816:2000,29.18,72.4,552.0,212.96,381.0,-1.2,0.34,80.0,101352.0
20110816:2100,29.33,71.8,284.0,40.57,258.0,-0.6,0.48,94.0,101342.0
20110816:2200,28.87,78.9,253.0,162.96,181.0,-0.75,2.69,165.0,101232.0
20110816:2300,29.05,78.55,151.0,391.87,65.0,-2.2,1.45,154.0,101402.0
20110817:0000,29.15,78.3,0.0,-0.0,0.0,0.35,0.55,290.0,101472.0
20110817:0100,29.2,78.0,0.0,-0.0,0.0,423.05,1.17,338.0,101542.0
20110817:0200,28.75,76.3,0.0,-0.0,0.0,1.2,1.45,36.0,101552.0
20110817:0300,28.77,77.75,0.0,-0.0,0.0,3.6,2.07,60.0,101592.0
20110817:0400,28.69,78.65,0.0,-0.0,0.0,-4.6,2.14,81.0,101562.0
20110817:0500,28.59,78.55,0.0,-0.0,0.0,1.6,2.41,91.0,101552.0
20110817:0600,28.59,78.55,0.0,-0.0,0.0,-1.4,3.1,108.0,101532.0
20110817:0700,28.61,78.05,0.0,-0.0,0.0,4.0,3.52,112.0,101512.0
20110817:0800,27.87,80.8,0.0,-0.0,0.0,-3.0,3.52,116.0,101512.0
20110817:0900,28.05,79.7,0.0,-0.0,0.0,9.8,3.59,117.0,101482.0
20110817:1000,29.09,72.65,0.0,-0.0,0.0,-6.8,2.97,83.0,101392.0
20110817:1100,29.34,70.75,0.0,-0.0,0.0,-3.35,4.83,62.0,101512.0
20110817:1200,29.47,69.2,140.0,389.06,59.0,-5.0,4.48,66.0,101602.0
20110817:1300,29.59,68.5,363.0,628.05,92.0,-3.75,4.21,85.0,101562.0
20110817:1400,29.74,68.0,581.0,742.1,112.0,4.2,4.07,109.0,101582.0
20110817:1500,29.68,68.9,766.0,805.25,125.0,-2.6,3.72,124.0,101582.0
20110817:1600,29.63,70.35,899.0,839.53,133.0,0.75,3.52,132.0,101582.0
20110817:1700,29.57,71.35,968.0,853.85,137.0,0.8,3.31,128.0,101582.0
20110817:1800,29.48,72.15,969.0,853.91,137.0,6.8,3.45,124.0,101522.0
20110817:1900,29.46,72.45,900.0,836.56,134.0,-6.2,3.59,120.0,101492.0
20110817:2000,29.43,72.55,767.0,798.83,127.0,1.8,4.21,112.0,101432.0
20110817:2100,29.36,73.25,323.0,73.59,276.0,3.8,4.62,101.0,101392.0
20110817:2200,29.69,74.1,309.0,350.56,155.0,0.35,4.69,115.0,101342.0
20110817:2300,29.59,75.55,149.0,392.48,64.0,0.75,4.28,104.0,101382.0
20110818:0000,29.55,76.55,0.0,-0.0,0.0,-5.4,4.14,97.0,101442.0
20110818:0100,29.31,76.0,0.0,-0.0,0.0,420.65,5.17,93.0,101422.0
20110818:0200,29.31,76.9,0.0,-0.0,0.0,4.4,6.48,101.0,101462.0
20110818:0300,29.24,77.45,0.0,-0.0,0.0,-3.6,6.9,108.0,101502.0
20110818:0400,29.09,78.3,0.0,-0.0,0.0,8.0,6.48,111.0,101492.0
20110818:0500,28.86,79.65,0.0,-0.0,0.0,-6.2,6.83,117.0,101462.0
20110818:0600,27.75,84.7,0.0,-0.0,0.0,2.2,7.03,122.0,101402.0
20110818:0700,28.04,82.6,0.0,-0.0,0.0,-7.6,7.03,121.0,101372.0
20110818:0800,28.31,81.25,0.0,-0.0,0.0,2.6,7.1,122.0,101342.0
20110818:0900,28.35,80.85,0.0,-0.0,0.0,1.15,6.41,121.0,101322.0
20110818:1000,28.89,75.05,0.0,-0.0,0.0,0.6,5.59,145.0,101272.0
20110818:1100,28.8,75.8,0.0,-0.0,0.0,2.2,4.9,131.0,101302.0
20110818:1200,28.86,76.65,138.0,381.75,59.0,-1.2,4.9,118.0,101392.0
20110818:1300,28.33,80.7,359.0,620.24,92.0,-3.15,4.62,117.0,101452.0
20110818:1400,26.53,90.05,575.0,735.19,111.0,5.2,4.83,106.0,101492.0
20110818:1500,27.14,82.9,514.0,162.22,385.0,0.2,5.1,103.0,101522.0
20110818:1600,27.93,79.5,280.0,14.26,267.0,0.6,5.17,107.0,101502.0
20110818:1700,28.41,75.9,779.0,312.67,475.0,6.8,5.31,110.0,101452.0
20110818:1800,28.69,74.2,816.0,405.9,421.0,1.0,5.52,111.0,101422.0
20110818:1900,28.68,74.65,317.0,16.41,302.0,-3.8,5.31,108.0,101342.0
20110818:2000,27.71,81.9,461.0,106.34,376.0,1.35,5.24,101.0,101262.0
20110818:2100,26.93,87.6,492.0,388.08,245.0,1.0,5.31,89.0,101182.0
20110818:2200,28.27,84.0,353.0,549.59,113.0,-2.8,3.86,66.0,101072.0
20110818:2300,28.52,82.1,121.0,224.71,73.0,-1.0,5.38,76.0,101232.0
20110819:0000,28.6,80.25,0.0,-0.0,0.0,0.15,6.21,88.0,101272.0
20110819:0100,27.74,82.25,0.0,-0.0,0.0,428.85,6.28,98.0,101312.0
20110819:0200,27.5,82.3,0.0,-0.0,0.0,10.0,6.34,109.0,101362.0
20110819:0300,27.97,82.25,0.0,-0.0,0.0,-2.0,7.66,113.0,101412.0
20110819:0400,27.34,86.95,0.0,-0.0,0.0,-2.6,7.31,117.0,101432.0
20110819:0500,26.5,90.5,0.0,-0.0,0.0,-6.2,7.1,110.0,101322.0
20110819:0600,27.19,84.15,0.0,-0.0,0.0,-3.0,6.97,110.0,101232.0
20110819:0700,27.83,80.7,0.0,-0.0,0.0,5.4,6.76,115.0,101162.0
20110819:0800,28.09,79.3,0.0,-0.0,0.0,6.0,6.76,121.0,101102.0
20110819:0900,28.4,77.25,0.0,-0.0,0.0,-2.75,6.97,124.0,101102.0
20110819:1000,28.21,81.75,0.0,-0.0,0.0,-2.6,5.72,149.0,101072.0
20110819:1100,28.3,81.8,0.0,-0.0,0.0,-7.6,5.86,162.0,101102.0
20110819:1200,28.43,81.05,137.0,384.06,58.0,-1.6,5.86,166.0,101142.0
20110819:1300,28.48,80.7,358.0,621.7,91.0,11.6,5.38,154.0,101182.0
20110819:1400,28.09,82.25,493.0,390.31,247.0,-2.6,4.69,151.0,101282.0
20110819:1500,27.27,85.8,640.0,378.9,339.0,-0.15,4.28,154.0,101342.0
20110819:1600,26.53,89.25,741.0,364.55,409.0,0.15,3.38,152.0,101362.0
20110819:1700,26.37,89.35,677.0,187.39,495.0,-1.35,2.21,148.0,101362.0
20110819:1800,26.41,88.65,681.0,192.41,494.0,2.2,1.59,105.0,101342.0
20110819:1900,26.69,85.9,666.0,239.98,447.0,0.0,2.34,71.0,101282.0
20110819:2000,27.46,82.15,595.0,290.94,363.0,4.2,2.9,61.0,101222.0
20110819:2100,27.93,80.45,483.0,368.99,249.0,-8.6,3.52,56.0,101192.0
20110819:2200,28.13,82.15,297.0,320.26,158.0,1.4,3.1,87.0,101172.0
20110819:2300,28.34,81.4,69.0,0.0,69.0,-4.4,4.07,78.0,101152.0
20110820:0000,28.59,79.95,0.0,-0.0,0.0,1.2,4.69,77.0,101222.0
20110820:0100,28.8,78.3,0.0,-0.0,0.0,422.65,5.1,80.0,101202.0
20110820:0200,29.04,76.55,0.0,-0.0,0.0,-0.15,4.97,98.0,101232.0
